Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Open,High,Low,Close,Adj Close,Volume
1966-04-01,91.6,2.8,5.38,32.3,4.75,708.51,21.63,41.61,23.11,89.230003,93.019997,88.959999,91.059998,91.059998,186160000
1966-05-01,86.78,2.81,5.42,32.3,4.78,671.23,21.76,41.92,21.85,91.059998,91.75,83.18,86.129997,86.129997,171290000
1966-06-01,86.06,2.83,5.46,32.4,4.81,663.61,21.82,42.1,21.56,86.129997,87.739998,83.75,84.739998,84.739998,140450000
1966-07-01,85.84,2.85,5.48,32.5,5.02,659.87,21.91,42.1,21.38,84.739998,88.190002,83.050003,83.599998,83.599998,119810000
1966-08-01,80.65,2.87,5.49,32.7,5.22,616.18,21.93,41.97,19.91,83.5,84.699997,73.910004,77.099998,77.099998,162430000
1966-09-01,77.81,2.89,5.51,32.7,5.18,594.49,22.08,42.1,19.16,77.099998,80.809998,75.029999,76.559998,76.559998,120030000
1966-10-01,77.13,2.88,5.52,32.9,5.01,585.71,21.9,41.94,18.83,76.559998,80.910004,72.279999,80.199997,80.199997,146210000
1966-11-01,80.99,2.88,5.54,32.9,5.16,615.02,21.84,42.04,19.71,80.199997,83.010002,78.889999,80.449997,80.449997,145780000
1966-12-01,81.33,2.87,5.55,32.9,4.84,617.6,21.79,42.15,19.74,80.449997,83.879997,79.489998,80.330002,80.330002,165070000
1967-01-01,84.45,2.88,5.52,32.9,4.58,641.3,21.87,41.89,20.43,80.330002,88.169998,79.43,86.610001,86.610001,207410000
1967-02-01,87.36,2.89,5.48,32.9,4.63,663.39,21.95,41.64,21.07,86.610001,89,85.610001,86.779999,86.779999,182950000
1967-03-01,89.42,2.9,5.45,33,4.54,676.98,21.96,41.26,21.44,86.779999,91.720001,86.669998,90.199997,90.199997,224640000
1967-04-01,90.96,2.9,5.41,33.1,4.59,686.56,21.89,40.83,21.69,90.199997,94.769997,87.860001,94.010002,94.010002,187650000
1967-05-01,92.59,2.9,5.37,33.2,4.85,696.76,21.82,40.41,21.95,94.010002,95.25,88.709999,89.080002,89.080002,218420000
1967-06-01,91.43,2.9,5.33,33.3,5.02,685.96,21.76,39.99,21.55,89.080002,93.279999,87.190002,90.639999,90.639999,212590000
1967-07-01,93.01,2.91,5.32,33.4,5.16,695.72,21.74,39.79,21.8,90.639999,95.510002,90.120003,94.75,94.75,216730000
1967-08-01,94.49,2.91,5.31,33.5,5.28,704.69,21.73,39.6,22.03,94.75,96.669998,92.010002,93.639999,93.639999,207800000
1967-09-01,95.81,2.92,5.3,33.6,5.3,712.4,21.71,39.41,22.22,93.639999,98.309998,93,96.709999,96.709999,204960000
1967-10-01,95.66,2.92,5.31,33.7,5.48,709.18,21.65,39.37,22.07,96.709999,98.25,93.290001,93.300003,93.300003,224780000
1967-11-01,92.66,2.92,5.32,33.8,5.75,684.9,21.58,39.32,21.26,93.300003,95.510002,90.089996,94,94,211430000
1967-12-01,95.3,2.92,5.33,33.9,5.7,702.34,21.52,39.28,21.75,94,96.900002,93.410004,96.470001,96.470001,229460000
1968-01-01,95.04,2.93,5.37,34.1,5.53,696.32,21.47,39.32,21.51,96.470001,97.839996,91.269997,92.239998,92.239998,262770000
1968-02-01,90.75,2.94,5.4,34.2,5.56,662.94,21.48,39.47,20.42,92.239998,93.440002,86.730003,89.360001,89.360001,174380000
1968-03-01,89.09,2.95,5.44,34.3,5.74,648.92,21.49,39.62,19.93,89.360001,91.089996,86.989998,90.199997,90.199997,192610000
1968-04-01,95.67,2.96,5.48,34.4,5.64,694.82,21.52,39.82,21.28,91.110001,98.610001,91.110001,97.459999,97.459999,295420000
1968-05-01,97.87,2.98,5.53,34.5,5.87,708.74,21.56,40.02,21.63,97.459999,100.190002,95.800003,98.68,98.68,291980000
1968-06-01,100.5,2.99,5.57,34.7,5.72,723.59,21.53,40.1,22,98.720001,102.839996,98.720001,99.580002,99.580002,257290000
1968-07-01,100.3,3,5.6,34.9,5.5,718.01,21.5,40.09,21.75,99.580002,103.669998,96.839996,97.739998,97.739998,242450000
1968-08-01,98.11,3.02,5.63,35,5.42,700.32,21.53,40.19,21.14,97.739998,99.669998,95.790001,98.860001,98.860001,193970000
1968-09-01,101.3,3.03,5.66,35.1,5.46,721.04,21.57,40.29,21.68,98.860001,103.629997,98.309998,102.669998,102.669998,228300000
1968-10-01,103.8,3.04,5.69,35.3,5.58,734.64,21.54,40.29,22,102.669998,105.779999,101.800003,103.410004,103.410004,272200000
1968-11-01,105.4,3.06,5.73,35.4,5.7,743.86,21.57,40.42,22.2,103.410004,109.089996,101.849998,108.370003,108.370003,251850000
1968-12-01,106.5,3.07,5.76,35.5,6.03,749.51,21.61,40.54,22.28,108.370003,109.370003,102.980003,103.860001,103.860001,267480000
1969-01-01,102,3.08,5.78,35.6,6.04,715.82,21.61,40.56,21.19,103.860001,104.870003,96.629997,103.010002,103.010002,266600000
1969-02-01,101.5,3.09,5.8,35.8,6.19,708.33,21.56,40.48,20.9,103.010002,104.610001,97.360001,98.129997,98.129997,207490000
1969-03-01,99.3,3.1,5.82,36.1,6.3,687.22,21.45,40.28,20.2,98.129997,102.349998,97.059998,101.510002,101.510002,199110000
1969-04-01,101.3,3.11,5.83,36.3,6.17,697.2,21.4,40.1,20.43,101.510002,104.559998,99.080002,103.690002,103.690002,236930000
1969-05-01,104.6,3.12,5.83,36.4,6.32,717.93,21.41,40.04,20.97,103.690002,106.739998,102.290001,103.459999,103.459999,256580000
1969-06-01,99.14,3.13,5.84,36.6,6.57,676.74,21.37,39.86,19.71,103.459999,103.75,95.209999,97.709999,97.709999,235130000
1969-07-01,94.71,3.14,5.86,36.8,6.72,642.99,21.29,39.76,18.68,97.709999,100.330002,88.040001,91.830002,91.830002,228250000
1969-08-01,94.18,3.14,5.87,37,6.69,635.93,21.22,39.66,18.43,91.919998,96.43,91.480003,95.510002,95.510002,201680000
1969-09-01,94.51,3.15,5.89,37.1,7.16,636.44,21.21,39.66,18.4,95.510002,96.620003,91.769997,93.120003,93.120003,219150000
1969-10-01,95.52,3.15,5.85,37.3,7.1,639.79,21.12,39.21,18.45,93.120003,98.830002,91.660004,97.120003,97.120003,310110000
1969-11-01,96.21,3.16,5.82,37.5,7.14,640.98,21.03,38.75,18.44,97.120003,99.230003,92.239998,93.809998,93.809998,213600000
1969-12-01,91.11,3.16,5.78,37.7,7.65,603.78,20.94,38.3,17.33,93.809998,94.470001,88.620003,92.059998,92.059998,272350000
1970-01-01,90.31,3.16,5.73,37.8,7.79,596.9,20.91,37.87,17.09,92.059998,94.25,84.419998,85.019997,85.019997,221090000
1970-02-01,87.16,3.17,5.68,38,7.24,573.04,20.82,37.34,16.37,85.019997,90.330002,84.639999,89.5,89.5,228380000
1970-03-01,88.65,3.17,5.63,38.2,7.07,579.79,20.73,36.82,16.53,89.5,91.07,86.190002,89.629997,89.629997,212880000
1970-04-01,85.95,3.17,5.59,38.5,7.39,557.75,20.59,36.3,15.87,89.629997,90.699997,79.309998,81.519997,81.519997,223120000
1970-05-01,76.06,3.18,5.56,38.6,7.91,492.29,20.56,35.97,13.98,81.519997,82.32,68.610001,76.550003,76.550003,258220000
1970-06-01,75.59,3.18,5.52,38.8,7.84,486.73,20.48,35.54,13.8,76.550003,79.959999,72.25,72.720001,72.720001,226420000
1970-07-01,75.72,3.18,5.47,39,7.46,485.07,20.39,35.02,13.73,72.720001,79.029999,70.690002,78.050003,78.050003,227740000
1970-08-01,77.92,3.19,5.41,39,7.53,499.16,20.41,34.68,14.1,78.050003,82.470001,74.129997,81.519997,81.519997,218690000
1970-09-01,82.58,3.19,5.36,39.2,7.39,526.31,20.33,34.16,14.84,81.519997,84.989998,79.949997,84.300003,84.300003,303290000
1970-10-01,84.37,3.17,5.28,39.4,7.33,534.99,20.12,33.5,15.06,84.300003,87.75,82.290001,83.25,83.25,261370000
1970-11-01,84.28,3.16,5.21,39.6,6.84,531.72,19.92,32.85,14.95,83.25,87.599998,82.230003,87.199997,87.199997,230290000
1970-12-01,90.05,3.14,5.13,39.8,6.39,565.27,19.71,32.2,15.87,87.199997,92.989998,86.110001,92.150002,92.150002,335240000
1971-01-01,93.49,3.13,5.16,39.8,6.24,586.86,19.65,32.39,16.46,92.150002,96.489998,90.639999,95.879997,95.879997,348490000
1971-02-01,97.11,3.12,5.19,39.9,6.11,608.06,19.54,32.5,17.03,95.879997,99.589996,94.919998,96.75,96.75,371190000
1971-03-01,99.6,3.11,5.22,40,5.7,622.09,19.42,32.6,17.4,96.75,102.029999,96.110001,100.309998,100.309998,389880000
1971-04-01,103,3.11,5.25,40.1,5.83,641.72,19.36,32.73,17.92,100.309998,105.599998,99.629997,103.949997,103.949997,401580000
1971-05-01,101.6,3.1,5.29,40.3,6.39,629.86,19.24,32.77,17.56,103.949997,104.419998,98.68,99.629997,99.629997,307360000
1971-06-01,99.72,3.1,5.32,40.6,6.52,613.64,19.08,32.74,17.08,99.629997,102.07,96.919998,98.699997,98.699997,303590000
1971-07-01,99,3.1,5.36,40.7,6.73,607.71,19.01,32.88,16.89,99.160004,101.519997,95.080002,95.580002,95.580002,265240000
1971-08-01,97.24,3.09,5.39,40.8,6.58,595.44,18.94,33.03,16.52,95.580002,101.510002,92.809998,99.029999,99.029999,320520000
1971-09-01,99.4,3.09,5.43,40.8,6.14,608.67,18.92,33.25,16.86,99.029999,102.25,96.970001,98.339996,98.339996,252720000
1971-10-01,97.29,3.08,5.52,40.9,5.93,594.29,18.83,33.72,16.43,98.339996,100.959999,92.959999,94.230003,94.230003,280080000
1971-11-01,92.78,3.08,5.61,40.9,5.81,566.74,18.79,34.27,15.64,94.230003,96.080002,89.339996,93.989998,93.989998,276410000
1971-12-01,99.17,3.07,5.7,41.1,5.93,602.83,18.66,34.65,16.6,93.989998,102.209999,93.949997,102.089996,102.089996,377680000
1972-01-01,103.3,3.07,5.74,41.1,5.95,627.93,18.66,34.87,17.26,102.089996,105,100.870003,103.940002,103.940002,379490000
1972-02-01,105.2,3.07,5.77,41.3,6.08,636.38,18.57,34.92,17.46,103.940002,107.160004,103.099998,106.57,106.57,376260000
1972-03-01,107.7,3.07,5.81,41.4,6.07,649.93,18.53,35.06,17.81,106.57,109.75,105.860001,107.199997,107.199997,403650000
1972-04-01,108.8,3.07,5.86,41.5,6.19,654.99,18.48,35.3,17.92,107.199997,111.110001,106.18,107.669998,107.669998,367990000
1972-05-01,107.7,3.07,5.92,41.6,6.13,646.81,18.44,35.53,17.66,107.669998,111.480003,103.830002,109.529999,109.529999,335850000
1972-06-01,108,3.07,5.97,41.7,6.11,647.06,18.39,35.77,17.64,109.529999,110.510002,105.940002,107.139999,107.139999,314510000
1972-07-01,107.2,3.07,6.03,41.9,6.11,639.2,18.33,35.93,17.4,107.139999,110.269997,104.43,107.389999,107.389999,288900000
1972-08-01,111,3.08,6.08,42,6.21,660.28,18.3,36.19,17.94,107.389999,113.449997,107.059998,111.089996,111.089996,356930000
1972-09-01,109.4,3.08,6.14,42.1,6.55,649.22,18.28,36.44,17.61,111.089996,112.120003,107.349998,110.550003,110.550003,246190000
1972-10-01,109.6,3.1,6.23,42.3,6.48,647.33,18.33,36.82,17.53,110.550003,112.260002,106.269997,111.580002,111.580002,317300000
1972-11-01,115.1,3.13,6.33,42.4,6.28,678.21,18.42,37.28,18.34,111.580002,117.910004,111.32,116.669998,116.669998,405570000
1972-12-01,117.5,3.15,6.42,42.5,6.36,690.72,18.52,37.74,18.65,116.669998,119.790001,114.629997,118.050003,118.050003,344730000
1973-01-01,118.4,3.16,6.55,42.6,6.46,694.38,18.51,38.39,18.71,118.059998,121.739998,114.970001,116.029999,116.029999,393750000
1973-02-01,114.2,3.16,6.67,42.9,6.64,665.06,18.42,38.86,17.89,116.029999,118.980003,109.800003,111.68,111.68,318190000
1973-03-01,112.4,3.17,6.8,43.3,6.71,648.53,18.29,39.24,17.41,111.68,115.610001,107.410004,111.519997,111.519997,343400000
1973-04-01,110.3,3.19,6.94,43.6,6.67,632.04,18.26,39.79,16.94,111.519997,113.650002,105.440002,106.970001,106.970001,277990000
1973-05-01,107.2,3.2,7.09,43.9,6.85,610.08,18.23,40.33,16.31,106.970001,112.25,101.360001,104.949997,104.949997,337260000
1973-06-01,104.8,3.22,7.23,44.2,6.9,592.37,18.2,40.87,15.81,104.949997,109.519997,101.449997,104.260002,104.260002,268700000
1973-07-01,105.8,3.24,7.38,44.3,7.13,596.67,18.25,41.64,15.89,104.099998,111.040001,100.440002,108.220001,108.220001,307780000
1973-08-01,103.8,3.25,7.54,45.1,7.4,575.01,18.02,41.75,15.28,108.169998,108.169998,99.739998,104.25,104.25,274460000
1973-09-01,105.6,3.27,7.69,45.2,7.09,583.69,18.07,42.51,15.48,104.25,110.449997,102.129997,108.43,108.43,329070000
1973-10-01,109.8,3.31,7.85,45.6,6.79,601.58,18.12,42.99,15.91,108.43,112.82,107.080002,108.290001,108.290001,422900000
1973-11-01,102,3.34,8,45.9,6.73,555.19,18.2,43.56,14.65,108.290001,109.199997,94.879997,95.959999,95.959999,399900000
1973-12-01,94.78,3.38,8.16,46.2,6.74,512.54,18.28,44.13,13.49,95.830002,99.089996,91.050003,97.550003,97.550003,384380000
1974-01-01,96.11,3.4,8.23,46.6,6.99,515.27,18.23,44.11,13.53,97.550003,100.940002,91.620003,96.57,96.57,363150000
1974-02-01,93.45,3.42,8.29,47.2,6.96,494.64,18.1,43.9,12.96,96.57,97.43,89.529999,96.220001,96.220001,256810000
1974-03-01,97.44,3.44,8.36,47.8,7.21,509.29,17.98,43.7,13.31,96.220001,101.050003,93.440002,93.980003,93.980003,309600000
1974-04-01,92.46,3.46,8.49,48,7.51,481.25,18.01,44.17,12.55,93.980003,95.419998,88.620003,90.309998,90.309998,254270000
1974-05-01,89.67,3.48,8.61,48.6,7.58,460.96,17.89,44.28,12,90.309998,93.589996,85.870003,87.279999,87.279999,275150000
1974-06-01,89.79,3.5,8.74,49,7.54,457.81,17.85,44.56,11.89,87.279999,93.760002,85.129997,86,86,245340000
1974-07-01,79.31,3.53,8.86,49.4,7.81,401.1,17.85,44.83,10.39,86,86.889999,78.959999,79.309998,79.309998,274090000
1974-08-01,76.03,3.56,8.99,50,8.04,379.9,17.79,44.9,9.82,79.309998,83.529999,69.370003,72.150002,72.150002,280100000
1974-09-01,68.12,3.59,9.11,50.6,8.04,336.34,17.73,44.98,8.68,72.150002,73.010002,62.52,63.540001,63.540001,280050000
1974-10-01,69.44,3.59,9.04,51.1,7.9,339.5,17.57,44.18,8.74,63.540001,75.900002,60.959999,73.900002,73.900002,377100000
1974-11-01,71.74,3.6,8.96,51.5,7.68,348.02,17.45,43.48,8.95,73.900002,77.410004,66.849998,69.970001,69.970001,286790000
1974-12-01,67.07,3.6,8.89,51.9,7.43,322.86,17.33,42.79,8.29,69.800003,69.800003,64.129997,68.559998,68.559998,315150000
1975-01-01,72.56,3.62,8.74,52.1,7.5,347.95,17.37,41.93,8.92,68.650002,78.690002,68.650002,76.980003,76.980003,432550000
1975-02-01,80.1,3.65,8.6,52.5,7.39,381.18,17.35,40.91,9.76,76.980003,83.559998,76,81.589996,81.589996,423640000
1975-03-01,83.78,3.67,8.45,52.7,7.73,397.18,17.4,40.06,10.16,81.589996,87.080002,80.080002,83.360001,83.360001,453610000
1975-04-01,84.72,3.68,8.29,52.9,8.23,400.11,17.4,39.14,10.23,83.360001,88.790001,79.660004,87.300003,87.300003,451350000
1975-05-01,90.1,3.7,8.12,53.2,8.06,423.12,17.36,38.15,10.82,87.300003,93.510002,86.940002,91.150002,91.150002,457490000
1975-06-01,92.4,3.71,7.96,53.6,7.86,430.69,17.29,37.1,11.01,91.32,95.849998,89.300003,95.190002,95.190002,447000000
1975-07-01,92.49,3.71,7.89,54.2,8.06,426.33,17.1,36.38,10.9,95.190002,96.580002,87.68,88.75,88.75,441680000
1975-08-01,85.71,3.71,7.83,54.3,8.4,394.35,17.07,36.01,10.09,88.75,89.040001,82.209999,86.879997,86.879997,281470000
1975-09-01,84.67,3.71,7.76,54.6,8.43,387.43,16.98,35.51,9.92,86.879997,87.419998,81.57,83.870003,83.870003,275120000
1975-10-01,88.57,3.7,7.83,54.9,8.14,403.06,16.84,35.62,10.33,83.870003,91.75,82.57,89.040001,89.040001,365540000
1975-11-01,90.07,3.69,7.89,55.3,8.05,406.92,16.67,35.66,10.44,89.040001,92.330002,87.629997,91.239998,91.239998,318810000
1975-12-01,88.7,3.68,7.96,55.5,8,399.29,16.57,35.83,10.25,91.239998,91.900002,86.150002,90.190002,90.190002,348970000
1976-01-01,96.86,3.68,8.19,55.6,7.74,435.24,16.55,36.82,11.19,90.190002,101.989998,89.809998,100.860001,100.860001,635830000
1976-02-01,100.6,3.69,8.43,55.8,7.79,450.42,16.51,37.73,11.59,100.860001,103.07,98.5,99.709999,99.709999,596130000
1976-03-01,101.1,3.69,8.66,55.9,7.73,451.85,16.49,38.7,11.63,99.709999,104.389999,98.230003,102.769997,102.769997,529600000
1976-04-01,101.9,3.71,8.86,56.1,7.56,453.8,16.54,39.44,11.69,102.769997,104.629997,99.57,101.639999,101.639999,392260000
1976-05-01,101.2,3.74,9.05,56.5,7.9,447.49,16.52,40.03,11.53,101.639999,103.989998,98.260002,100.18,100.18,355910000
1976-06-01,101.8,3.76,9.25,56.8,7.86,447.77,16.54,40.69,11.54,100.18,105.07,97.970001,104.279999,104.279999,417230000
1976-07-01,104.2,3.79,9.35,57.1,7.83,455.92,16.58,40.91,11.76,104.279999,106.779999,102.309998,103.440002,103.440002,393760000
1976-08-01,103.3,3.82,9.45,57.4,7.77,449.62,16.63,41.13,11.6,103.440002,105.410004,100.43,102.910004,102.910004,346680000
1976-09-01,105.5,3.85,9.55,57.6,7.59,457.6,16.7,41.42,11.81,102.910004,108.720001,102.599998,105.239998,105.239998,414750000
1976-10-01,101.9,3.92,9.67,57.9,7.41,439.69,16.9,41.73,11.35,105.239998,105.75,99.209999,102.900002,102.900002,361390000
1976-11-01,101.2,3.98,9.79,58,7.29,435.92,17.16,42.17,11.25,102.900002,103.779999,98.18,102.099998,102.099998,381020000
1976-12-01,104.7,4.05,9.91,58.2,6.87,449.45,17.39,42.54,11.6,102.099998,107.82,101.620003,107.459999,107.459999,534550000
1977-01-01,103.8,4.1,9.97,58.5,7.21,443.3,17.5,42.56,11.44,107.459999,107.970001,100.910004,102.029999,102.029999,501620000
1977-02-01,101,4.14,10.02,59.1,7.39,426.96,17.52,42.37,11.01,102.029999,103.32,98.82,99.82,99.82,398440000
1977-03-01,100.6,4.19,10.08,59.5,7.46,422.41,17.59,42.33,10.9,99.82,102.699997,97.800003,98.419998,98.419998,434690000
1977-04-01,99.05,4.25,10.19,60,7.37,412.44,17.68,42.44,10.64,98.419998,102.07,96.529999,98.440002,98.440002,403060000
1977-05-01,98.76,4.3,10.31,60.3,7.46,409.18,17.83,42.7,10.55,98.440002,100.93,95.519997,96.120003,96.120003,425820000
1977-06-01,99.29,4.36,10.42,60.7,7.28,408.67,17.95,42.89,10.53,96.120003,101.650002,95.889999,100.480003,100.480003,485150000
1977-07-01,100.2,4.41,10.52,61,7.33,410.39,18.05,43.07,10.57,100.480003,102.57,97.709999,98.849998,98.849998,452480000
1977-08-01,97.75,4.45,10.61,61.2,7.4,399.04,18.18,43.33,10.27,98.849998,99.839996,95.040001,96.769997,96.769997,433650000
1977-09-01,96.23,4.5,10.71,61.4,7.34,391.56,18.31,43.58,10.07,96.769997,98.43,94.440002,96.529999,96.529999,383670000
1977-10-01,93.74,4.56,10.77,61.6,7.52,380.19,18.48,43.68,9.77,96.529999,97.269997,90.199997,92.339996,92.339996,413470000
1977-11-01,94.28,4.61,10.83,61.9,7.58,380.52,18.62,43.71,9.77,92.190002,97.110001,90.010002,94.830002,94.830002,494680000
1977-12-01,93.82,4.67,10.89,62.1,7.69,377.45,18.79,43.81,9.68,94.830002,95.669998,91.760002,95.099998,95.099998,450970000
1978-01-01,90.25,4.71,10.9,62.5,7.96,360.76,18.84,43.57,9.24,95.099998,95.150002,88.019997,89.25,89.25,428140000
1978-02-01,88.98,4.76,10.91,62.9,8.03,353.42,18.89,43.33,9.05,89.25,91.32,86.580002,87.040001,87.040001,368600000
1978-03-01,88.82,4.8,10.92,63.4,8.04,350.01,18.91,43.03,8.95,87.040001,91.349998,86.449997,89.209999,89.209999,497580000
1978-04-01,92.71,4.84,11.02,63.9,8.15,362.48,18.91,43.1,9.26,89.199997,97.910004,88.07,96.830002,96.830002,695600000
1978-05-01,97.41,4.87,11.13,64.5,8.35,377.31,18.88,43.1,9.63,96.830002,100.32,94.57,97.239998,97.239998,775750000
1978-06-01,97.66,4.91,11.23,65.2,8.46,374.22,18.81,43.03,9.55,97.239998,101.839996,93.989998,95.529999,95.529999,666290000
1978-07-01,97.19,4.95,11.34,65.7,8.64,369.58,18.81,43.13,9.43,95.529999,101.18,93.589996,100.68,100.68,541490000
1978-08-01,103.9,4.98,11.46,66,8.41,393.3,18.86,43.37,10.02,100.68,106.269997,99.949997,103.290001,103.290001,864950000
1978-09-01,103.9,5.02,11.57,66.5,8.42,390.34,18.86,43.47,9.94,103.290001,108.050003,100.660004,102.540001,102.540001,672290000
1978-10-01,100.6,5.04,11.82,67.1,8.64,374.57,18.75,44.02,9.53,102.540001,106.230003,91.650002,93.150002,93.150002,682340000
1978-11-01,94.71,5.05,12.08,67.4,8.81,351.07,18.73,44.77,8.93,94.129997,97.410004,91.769997,94.699997,94.699997,514610000
1978-12-01,96.11,5.07,12.33,67.7,9.01,354.68,18.71,45.5,9.01,95.010002,98.580002,92.639999,96.110001,96.110001,492440000
1979-01-01,99.71,5.11,12.65,68.3,9.1,364.73,18.7,46.28,9.26,96.110001,102.589996,95.220001,99.93,99.93,615730000
1979-02-01,98.23,5.16,12.98,69.1,9.1,355.16,18.64,46.92,9,99.93,100.519997,95.379997,96.279999,96.279999,475710000
1979-03-01,100.1,5.2,13.3,69.8,9.12,358.29,18.61,47.6,9.07,96.279999,103.309998,95.980003,101.589996,101.589996,649800000
1979-04-01,102.1,5.25,13.53,70.6,9.18,361.31,18.57,47.87,9.13,101.559998,103.949997,100.139999,101.760002,101.760002,620650000
1979-05-01,99.73,5.29,13.75,71.5,9.25,348.48,18.5,48.06,8.79,101.760002,102.57,97.489998,99.080002,99.080002,623740000
1979-06-01,101.7,5.34,13.98,72.3,8.91,351.43,18.45,48.31,8.85,99.080002,103.669998,98.57,102.910004,102.910004,735710000
1979-07-01,102.7,5.4,14.2,73.1,8.95,351,18.44,48.52,8.83,102.910004,105.169998,100.349998,103.809998,103.809998,680740000
1979-08-01,107.4,5.45,14.41,73.8,9.03,363.58,18.46,48.79,9.13,103.809998,109.839996,103.139999,109.32,109.32,825050000
1979-09-01,108.6,5.51,14.63,74.6,9.33,363.7,18.45,49,9.11,109.32,111.580002,105.379997,109.32,109.32,713940000
1979-10-01,104.5,5.56,14.71,75.2,10.3,347.18,18.46,48.86,8.68,109.190002,112.160004,99.059998,101.82,101.82,857930000
1979-11-01,103.7,5.6,14.78,75.9,10.65,341.34,18.44,48.66,8.52,101.82,107.889999,99.419998,106.160004,106.160004,653650000
1979-12-01,107.8,5.65,14.86,76.7,10.39,351.14,18.4,48.4,8.75,106.160004,110.330002,105.07,107.940002,107.940002,710210000
1980-01-01,110.9,5.7,15,77.8,10.8,356.13,18.3,48.18,8.85,107.940002,117.169998,103.260002,114.160004,114.160004,1158240000
1980-02-01,115.3,5.75,15.15,78.9,12.41,365.1,18.21,47.96,9.05,114.160004,120.220001,111.330002,113.660004,113.660004,956530000
1980-03-01,104.7,5.8,15.29,80.1,12.75,326.56,18.09,47.69,8.08,113.660004,114.339996,94.230003,102.089996,102.089996,876450000
1980-04-01,103,5.85,15.17,81,11.47,317.69,18.03,46.8,7.84,102.089996,106.790001,98.949997,106.290001,106.290001,674140000
1980-05-01,107.7,5.89,15.06,81.8,10.18,328.94,18,45.99,8.1,106.290001,112.720001,103.5,111.239998,111.239998,764920000
1980-06-01,114.6,5.94,14.94,82.7,9.78,346.2,17.94,45.13,8.51,111.239998,117.980003,109.769997,114.239998,114.239998,829660000
1980-07-01,119.8,5.98,14.84,82.7,10.25,361.91,18.08,44.83,8.88,114.239998,123.93,113.540001,121.669998,121.669998,1021770000
1980-08-01,123.5,6.03,14.74,83.3,11.1,370.4,18.08,44.21,9.07,121.669998,127.779999,119.419998,122.379997,122.379997,965660000
1980-09-01,126.5,6.07,14.64,84,11.51,376.24,18.05,43.54,9.2,122.379997,132.169998,121.790001,125.459999,125.459999,1057710000
1980-10-01,130.2,6.1,14.7,84.8,11.75,383.59,17.97,43.31,9.36,125.459999,135.880005,124.660004,127.470001,127.470001,1031790000
1980-11-01,135.7,6.13,14.76,85.5,12.68,396.52,17.91,43.13,9.65,127.470001,141.960007,127.230003,140.520004,140.520004,988110000
1980-12-01,133.5,6.16,14.82,86.3,12.84,386.48,17.83,42.9,9.39,140.520004,140.660004,125.32,135.759995,135.759995,1025650000
1981-01-01,133,6.2,14.74,87,12.57,381.93,17.8,42.33,9.26,135.759995,140.320007,128.570007,129.550003,129.550003,955520000
1981-02-01,128.4,6.24,14.66,87.9,13.19,364.95,17.74,41.67,8.83,129.479996,132.020004,124.660004,131.270004,131.270004,816310000
1981-03-01,133.2,6.28,14.58,88.5,13.12,376.02,17.73,41.16,9.08,131.270004,138.380005,128.559998,136,136,1174530000
1981-04-01,134.4,6.32,14.72,89.1,13.68,376.86,17.71,41.28,9.09,136,137.720001,131.580002,132.809998,132.809998,1123470000
1981-05-01,131.7,6.35,14.87,89.8,14.1,366.41,17.68,41.36,8.82,132.809998,134.919998,128.779999,132.589996,132.589996,905430000
1981-06-01,132.3,6.39,15.01,90.6,13.47,364.83,17.62,41.39,8.77,132.589996,135.669998,128.770004,131.210007,131.210007,1100970000
1981-07-01,129.1,6.43,15.1,91.6,14.28,352.12,17.55,41.18,8.45,131.210007,131.779999,125.959999,130.919998,130.919998,953970000
1981-08-01,129.6,6.48,15.18,92.3,14.94,350.8,17.53,41.1,8.4,130.919998,135.179993,122.290001,122.790001,122.790001,920550000
1981-09-01,118.3,6.52,15.27,93.2,15.32,317.12,17.48,40.93,7.58,122.790001,124.580002,110.190002,116.18,116.18,959140000
1981-10-01,119.8,6.56,15.3,93.4,15.15,320.45,17.54,40.93,7.65,116.18,123.279999,115,121.889999,121.889999,997560000
1981-11-01,122.9,6.59,15.33,93.7,13.39,327.69,17.58,40.87,7.81,122.349998,126.970001,119.129997,126.349998,126.349998,987920000
1981-12-01,123.8,6.63,15.36,94,13.72,329.04,17.62,40.82,7.83,126.349998,127.32,121.040001,122.550003,122.550003,959470000
1982-01-01,117.3,6.66,15.18,94.3,14.59,310.77,17.64,40.21,7.39,122.550003,123.720001,113.629997,120.400002,120.400002,968340000
1982-02-01,114.5,6.69,14.99,94.6,14.43,302.39,17.67,39.6,7.18,119.809998,119.809998,110.029999,113.110001,113.110001,972190000
1982-03-01,110.8,6.72,14.81,94.5,13.86,292.93,17.77,39.15,6.95,113.110001,114.800003,104.459999,111.959999,111.959999,1268690000
1982-04-01,116.3,6.75,14.6,94.9,13.87,306.17,17.77,38.43,7.26,111.959999,119.330002,111.480003,116.440002,116.440002,1136490000
1982-05-01,116.4,6.78,14.38,95.8,13.62,303.56,17.68,37.51,7.19,115.959999,119.919998,111.660004,111.879997,111.879997,1026460000
1982-06-01,109.7,6.81,14.17,97,14.3,282.55,17.54,36.5,6.69,111.970001,112.480003,107.010002,109.610001,109.610001,1110530000
1982-07-01,109.4,6.82,13.97,97.5,13.95,280.33,17.48,35.79,6.64,109.519997,112.389999,105.57,107.089996,107.089996,1145190000
